nameGiven,starting_age,ending_age,career_length
Cedric Scott,23,23,0
Edison Franklin,128,128,0
William Ellsworth,125,125,0
James MacGregor,27,27,0
Robert Lemuel,20,20,0
Frederick Creighton,131,131,0
Richard Thomas,22,22,0
Brandon Michael,-73,-73,0
William S.,46,46,0
Joshua Colt,28,28,0
Edwin Forrest,23,23,0
Joseph Johnson,128,128,0
George Herbert,25,25,0
Roy Lee,123,123,0
Harry Emanuel Kress,123,123,0
Chad Martin,24,24,0
Carl Lawrence,123,123,0
William J.,24,24,0
Timothy Carroll,35,35,0
William Hansel,26,26,0
James Lavon,27,27,0
Jimmy O'Neal,25,25,0
Joseph William,123,123,0
Glenn Anthony,25,25,0
Kenneth Roger,23,23,0
Craig Michael,23,23,0
Edward H.,134,134,0
Willard Edwin,123,123,0
Charles F.,29,29,0
James Robert,26,26,0
Brian Jeffery,26,26,0
Hanson,123,123,0
Michael Joseph,130,130,0
John Nicklaus,28,28,0
James McDaniel,127,127,0
Clarence Franklin,23,23,0
Joseph Patrick,129,129,0
William Frank,31,31,0
Berlyn Dale,130,130,0
Allen,23,23,0
Robert Calvin,0,0,0
Daniel Philip,128,128,0
Roland Edison,31,31,0
Peter Alexander,26,26,0
Otto,125,125,0
David Mark,27,27,0
Earl Eugene,125,125,0
Calvin Earl,28,28,0
Patrick O'Neal,24,24,0
Murray Donald,132,132,0
Roland Boatner,120,120,0
Matthew Christopher,29,29,0
Paul Joseph,125,125,0
Steven Bernard,27,27,0
Fred Fritz,24,24,0
Fred Irving,23,23,0
Earl Nycum,125,125,0
Luis Antonio,30,30,0
Jason Jon,26,26,0
Juan Antonio,25,25,0
Brett Paul,24,24,0
Byron Bancroft,35,35,0
Thomas Alan,28,28,0
Arthur Gilbert,130,130,0
Richard Allan,26,26,0
Gerald Clyde,28,28,0
Wilfred Ivy,125,125,0
Edwin Cyril,121,121,0
Elmer Ellsworth,130,130,0
Chester Lillis,129,129,0
Caleb Clark,27,27,0
Charles Cleveland,123,123,0
Michael Joseph,26,26,0
Daniel Edward,128,128,0
Nathan W.,28,28,0
Shawn Darrell,26,26,0
Felix Elvio,24,24,0
German,26,26,0
John Robert,126,126,0
Alfred Gorden,28,28,0
William Lee,26,26,0
Walter Charles,122,122,0
Raymond William,121,121,0
Ignacio Alfred,22,22,0
Paul,23,23,0
Domingo,24,24,0
Christopher John,27,27,0
Frank Anthony,124,124,0
Gregory Dion,26,26,0
Stuart Louis,124,124,0
Larry William,29,29,0
Arthur Edward,137,137,0
Patrick Thomas,24,24,0
Thomas Patrick,25,25,0
Paul Henry,22,22,0
Charles Thomas,129,129,0
Joseph Peter,125,125,0
Otto Albert,129,129,0
Raymond Frederick,126,126,0
John Lewis,124,124,0
Kenneth Bernard,24,24,0
Justin Duane,29,29,0
Richard Lee,20,20,0
Delvin DeWayne,24,24,0
Juan Jose,27,27,0
Charles Dewey,124,124,0
Arthur,23,23,0
Berton Hulon,123,123,0
Harold,124,124,0
Frederick Bidds,127,127,0
Melvin David,125,125,0
Charles W.,23,23,0
Robert Randolph,131,131,0
William John,125,125,0
Gary Raymond,24,24,0
Herman Edward,129,129,0
Gregory Alexander,23,23,0
Ender David,24,24,0
Blaise Francis,30,30,0
Harry Miller,124,124,0
Thomas Andrew,126,126,0
Walter Kingsley,124,124,0
Orlando,21,21,0
William Franklin,27,27,0
Enrique Roberto,36,36,0
Hansel,25,25,0
Herbert Benjamin,122,122,0
Henry Everett,26,26,0
Shawn Leroy,25,25,0
Elwood Marter,122,122,0
Herman Alexander,123,123,0
Howard Elbert,123,123,0
Michael Travis,26,26,0
Jessie Edward,22,22,0
John Henry,22,22,0
Bradley Thomas,25,25,0
Alva Lee,30,30,0
James Madison,121,121,0
Richard Lloyd,27,27,0
Samuel Everett,129,129,0
John Winton,124,124,0
Michael H.,23,23,0
Michael Leon,26,26,0
Alexander Marcus,129,129,0
James Emmett Madison,131,131,0
Roger Boyd,24,24,0
Tyler Andrew,25,25,0
Wallace James,124,124,0
Lavern George,23,23,0
Albie Larrison,122,122,0
Wilbert George,121,121,0
Robert Edward,20,20,0
George Augustine,129,129,0
Harry Sweet,125,125,0
Clarence Casper,125,125,0
Lawrence Charles,123,123,0
Raymond Lamont,125,125,0
Edward Adolph,122,122,0
Frederick Chamberlain,35,35,0
William Joseph,121,121,0
John Stephen,27,27,0
William James,124,124,0
William David,124,124,0
Mario Eduardo Lemus,26,26,0
Gary Charles,25,25,0
David Allen,29,29,0
James Marbury,125,125,0
William Henry,124,124,0
David Burnham,20,20,0
Garry Alton,23,23,0
Herbert Lee,124,124,0
Belden L.,26,26,0
Edward Garfield,124,124,0
Palmer Marion,129,129,0
George Albert,124,124,0
Edward Thomas,128,128,0
Kevin Wayne,26,26,0
Mark Douglas,26,26,0
Mahlon Jesse,121,121,0
William Travis,125,125,0
Joseph Carl,25,25,0
Clarence Walter,29,29,0
Edward A.,129,129,0
John William,123,123,0
Michael Francis,28,28,0
John Denison,20,20,0
James Kerr,23,23,0
Roy Wesley,123,123,0
Edward Burton,125,125,0
Ed Oliver,26,26,0
Harold Morris,27,27,0
Kevin Jon,27,27,0
Paul Joseph Denis,20,20,0
Aloysius Joseph,129,129,0
Harley Parnell,25,25,0
James Franklin,127,127,0
Bruce Smith,120,120,0
John Douglas,26,26,0
Charles Marion,25,25,0
Avitus Bernard,-17,-17,0
Howard James,26,26,0
David Taylor,25,25,0
William Edward,127,127,0
Thomas Brad,-63,-63,0
Oliver Clinton,130,130,0
John Preston,18,18,0
Clifford Joseph,124,124,0
James Paul,124,124,0
Herbert August,27,27,0
John Robert,125,125,0
Samuel Russell,24,24,0
Henry Fred,28,28,0
Harry Sibley,129,129,0
Daniel Gordon,129,129,0
William Louis,121,121,0
Paul Edwin,26,26,0
Fernando,26,26,0
Fernando,24,24,0
Gorkys Gustavo,25,25,0
Enrique J.,23,23,0
Jesus Rafael,29,29,0
George Washington,30,30,0
Frank Wilde,125,125,0
William Francis,24,24,0
Ubaldo Jose,31,31,0
Frederick,128,128,0
William Lewis,21,21,0
Matthew Davis,26,26,0
Philip Frank,134,134,0
Charles Floyd,27,27,0
Rodolfo,21,21,0
Tobias Rafael,26,26,0
Procopio,25,25,0
Thomas H.,31,31,0
Harry Francis,23,23,0
Yoel Alejandro,27,27,0
Dilson Jose,20,20,0
Thomas Edward,25,25,0
William Troy,26,26,0
Walter William,122,122,0
William Francis,122,122,0
Herbert Lee,121,121,0
August Julius,121,121,0
Charles Jacob,25,25,0
Gregory George,21,21,0
Lawrence,123,123,0
Christopher L.,26,26,0
Thomas Joseph,17,17,0
Neal Charles,21,21,0
Stephen Allan,19,19,0
George Edward,121,121,0
Martin John,125,125,0
Richard Franklin,26,26,0
Earl Walter,24,24,0
Frank,128,128,0
Randall Philip,25,25,0
Richard Lee,25,25,0
Lester Baker,120,120,0
Lafayette Marion,120,120,0
Robert Clifton,25,25,0
Gail Curtice,26,26,0
Edward Siegfried,45,45,0
Kyle Christian,25,25,0
Edward,125,125,0
Russell Frederick,28,28,0
Bret Ryan,28,28,0
Roland,-29,-29,0
Edward J.,130,130,0
Bernard,122,122,0
William Maxwell,129,129,0
William C.,43,43,0
Melvin Nicholas,27,27,0
Henry Anton,122,122,0
Emory Wilbur,125,125,0
Anthony Joseph,25,25,0
Johnny David,25,25,0
Horace Willing,23,23,0
Kelly Mark,25,25,0
Bryan McCall,27,27,0
Michael Joseph,29,29,0
Spencer Paul,127,127,0
Drungo LaRue,21,21,0
Willard Carpenter,126,126,0
Jerad Lee,29,29,0
Ralph,130,130,0
Andrew M.,23,23,0
Charles,18,18,0
Jehosie,34,34,0
Edmund,123,123,0
Val Raymond,122,122,0
William Henry,121,121,0
Robert Hilmer,27,27,0
Herman Charles,119,119,0
John Peter,23,23,0
Clarence Edward,127,127,0
James Edward,27,27,0
Richard Michael,26,26,0
Leroy Barton,19,19,0
Bronson Wayne,25,25,0
Franklin,21,21,0
Louis Wilbur,39,39,0
John George,129,129,0
Harry Malcolm,125,125,0
Bertram Alexander,27,27,0
Frederick Maurice,31,31,0
Jeremiah Francis,130,130,0
Thomas Joseph,128,128,0
Alexander F.,28,28,0
James Henry,17,17,0
Edward Vincent,27,27,0
John Frederick,129,129,0
Charles Michael,127,127,0
Edward Alexander,129,129,0
Leonard Peter,126,126,0
Henry E.,25,25,0
William James,124,124,0
Charles Albert,20,20,0
Jeremiah Joseph,126,126,0
Charles William,125,125,0
Charles Dwight,128,128,0
Melvin A.,24,24,0
Elmer L.,23,23,0
Charles William,22,22,0
John Franklin,128,128,0
Thomas James,123,123,0
Christopher Omar,28,28,0
Lester Carrington,20,20,0
Alfred George,26,26,0
Leon Mark,133,133,0
John Kenneth,123,123,0
Raymond Joseph,123,123,0
Ona Melvin,126,126,0
Robert Wayne,25,25,0
Thomas Marion,28,28,0
Patrick Henry,22,22,0
Robert Louis Paul,24,24,0
Brian Adam,28,28,0
Frank Lawrence,23,23,0
Brent P.,26,26,0
Edward George,122,122,0
Alec John,21,21,0
George Adam,122,122,0
George Charles,126,126,0
Anthony James,24,24,0
James Michael,27,27,0
Eugene A.,25,25,0
Anthony Andrew,131,131,0
Ryan David,27,27,0
Julio Cesar,25,25,0
Michael Anthony,26,26,0
Joseph Bernard,30,30,0
Travis Norton,23,23,0
Brian John,26,26,0
Kyle Dean,27,27,0
Thomas Francis,124,124,0
Melvin Elliott,131,131,0
Paul Raymond,123,123,0
Odrisamer,27,27,0
Robert Wayne,26,26,0
Charles H.,23,23,0
Walter Joseph,124,124,0
Doug Rinehart,27,27,0
Harold John,127,127,0
James Raymond,122,122,0
Rex Eugene,125,125,0
Harley Hugh,120,120,0
Robert Lee,127,127,0
Leroy Louis,23,23,0
Benjamin Howard,23,23,0
Reese Wilson,119,119,0
Stephen E.,21,21,0
Martin,-5,-5,0
Henry Harrison,46,46,0
Lance Michael,21,21,0
Juan Carlos,28,28,0
Juan Habisail,24,24,0
Jose Rafael,30,30,0
George Clark,125,125,0
Felix Antonio,24,24,0
Jairo Jose,23,23,0
Eddy Javier,26,26,0
Carlos Francisco,26,26,0
Thomas Nicklaus,27,27,0
Argenis Jose,23,23,0
Jeffrey Allen,22,22,0
John Joseph,125,125,0
Barney,35,35,0
Michael Columbus,124,124,0
John Leo,122,122,0
Dennis F.,23,23,0
Michael F.,21,21,0
Thomas F.,126,126,0
Nicholas,121,121,0
Matthew Marshall,27,27,0
John Brown,22,22,0
Cecil Elba,126,126,0
Matthew Clark,28,28,0
Patrick Henry,131,131,0
Bernard Allen,120,120,0
James Elmer,126,126,0
Matthew Michael,23,23,0
Jacob Dixon,17,17,0
Jeffrey Donald,27,27,0
Howard James,126,126,0
David Ralph,20,20,0
Alexander Cummings,120,120,0
Kenneth Allen,26,26,0
Joseph E.,24,24,0
Charles William,22,22,0
Lawrence Howard,125,125,0
Dennis Anthony,26,26,0
Clarence G.,30,30,0
John Leo,121,121,0
James Joseph,121,121,0
William Henry,27,27,0
Thomas Dean,25,25,0
Michael Cory,26,26,0
Lyman Daniel,32,32,0
Robert Nicholson,124,124,0
Cameron Steward,24,24,0
Kirk Richard,22,22,0
Michael Anthony,27,27,0
Jacob F.,28,28,0
William Richard,127,127,0
Thomas Kent,28,28,0
William George,20,20,0
Albert Ward,28,28,0
Christopher Paul,25,25,0
Joseph Michael,134,134,0
Robert Andrew,28,28,0
Adam Lynn,26,26,0
Robert Eugene,24,24,0
George Dewey,127,127,0
James Garfield,121,121,0
Michael Joseph,27,27,0
Grant Lester,30,30,0
James William,28,28,0
James William,23,23,0
Leland Huffield,124,124,0
Henry Houston,125,125,0
Stephen B.,26,26,0
Frank Oliver,124,124,0
Michael Dennis,23,23,0
Daniel James,27,27,0
German,24,24,0
James William,21,21,0
Steven Allen,22,22,0
Edward Joseph,120,120,0
Christopher Mark,26,26,0
John Rogers,20,20,0
Jacob Frank,121,121,0
Claude Lee,23,23,0
John Gresham,122,122,0
Charles Hercules,41,41,0
Derrin Lee,23,23,0
Hiram C.,30,30,0
Harry Josiah,122,122,0
Craig,25,25,0
William Scott,24,24,0
Harry Hamlet,20,20,0
Roy Charles,129,129,0
Donald Johnson,25,25,0
William Albert,30,30,0
Charles Eugene,124,124,0
William Lycurgus,21,21,0
Charles Emory,128,128,0
John F.,30,30,0
Radhames Alviro,24,24,0
Alfred Edward,121,121,0
John Patrick,20,20,0
Dagoberto,24,24,0
James Alaric,26,26,0
Robert,25,25,0
Jesus Patracis,33,33,0
Paul Dean,26,26,0
Donald Leroy,24,24,0
Edgar Jewel,122,122,0
John A.,22,22,0
Eugene Leon,123,123,0
Arthur Elliott,123,123,0
Thomas Woodrow,127,127,0
Eric Le Roi,26,26,0
Joseph A.,42,42,0
Michael John,27,27,0
William Henry,124,124,0
Zachary Quinn,23,23,0
Cornelius Stephen,128,128,0
Patrick Francis,125,125,0
Mark,20,20,0
Rufus,24,24,0
Evan Shane,26,26,0
Joseph Randal,27,27,0
Kenneth Daniel,121,121,0
Charles Lowrie,123,123,0
David Gordon,27,27,0
David Gerald,26,26,0
August L.,20,20,0
Jack Dalton,129,129,0
Bernard Odell,120,120,0
Robert Anthony,121,121,0
Christopher John,24,24,0
Daniel T.,27,27,0
James John,124,124,0
Frank Atwell,128,128,0
Casey W.,24,24,0
David Solomon,126,126,0
Kyle Richard,23,23,0
Patrick J.,22,22,0
William Arthur,126,126,0
Chester Arthur,124,124,0
Morris Arthur,32,32,0
William Dunn,124,124,0
John Francis,125,125,0
Peter Martin,29,29,0
James Carl,27,27,0
John J.,22,22,0
Samuel Lawrence,125,125,0
Vincent Perry,26,26,0
George R.,27,27,0
John Douglas,126,126,0
Peter George,126,126,0
Angelo George,21,21,0
Jay Steven,18,18,0
Jerome Alexander,27,27,0
Charles L.,23,23,0
Charles Edward,24,24,0
Handley Jacob,126,126,0
Harold Jack,25,25,0
James Joseph,26,26,0
Harold Paul,122,122,0
Clifford Roland,122,122,0
George William,24,24,0
Henry Frederick,124,124,0
Frederick Clinton,122,122,0
James J.,27,27,0
Jeffrey Michael,26,26,0
Harry Robert,125,125,0
Raymond Emmett,-13,-13,0
Patrick Rees,23,23,0
Arthur Lee,124,124,0
Michael Edward,28,28,0
Albert Joseph,122,122,0
George Josephs,122,122,0
Jack Lloyd,26,26,0
Elbridge Rust,124,124,0
Thomas David,24,24,0
Mody,124,124,0
Walter James,25,25,0
Simon Francis,128,128,0
Delancey Lafayette,24,24,0
William Cleveland,29,29,0
William Edward,123,123,0
Wilfred Hillard,26,26,0
John Joseph,30,30,0
Archibald Murphy,123,123,0
Perry Gilmore,119,119,0
George James,123,123,0
Wesley,24,24,0
Stephen Thomas,23,23,0
Colin Benedict,25,25,0
Edwin Russell,57,57,0
Ervin Duane,30,30,0
Frederick Marion,125,125,0
Eugene Holmes,120,120,0
Harry Albert,124,124,0
Alfred Boyd,125,125,0
Eric,23,23,0
James Mark,31,31,0
Jermaine Antwann,26,26,0
Harvey Barnes,125,125,0
Charles H.,50,50,0
Roger I.,26,26,0
Fred Lindsay,128,128,0
John Wesley,127,127,0
Charles Wilson,24,24,0
Paul Stanford,122,122,0
Charles Hommer,126,126,0
Dee Martin,26,26,0
Yurendell Eithel,27,27,0
Adam Joseph,125,125,0
James Harry,126,126,0
Dennis Lee,24,24,0
Jacob Anthony,26,26,0
Anthony John,-63,-63,0
Maurice Leo,126,126,0
Clyde Herbert,122,122,0
William Joseph,127,127,0
James J.,20,20,0
John Thomas,125,125,0
James Michael,27,27,0
Arthur Richard,121,121,0
Raoul Martial,121,121,0
Mark Stephen,29,29,0
Jordan Jay,28,28,0
William Callahan,127,127,0
Michael Dan,125,125,0
James Lawrence,25,25,0
Cornelius Francis,29,29,0
Mark Steven,25,25,0
Leon,129,129,0
Harry,25,25,0
Frederick,24,24,0
Luis,25,25,0
Ramon,25,25,0
Jason Christopher,23,23,0
Albert Charles,122,122,0
Garton Orville,130,130,0
Jose,28,28,0
Lee William,120,120,0
Juan Francisco,27,27,0
Alexander,25,25,0
Jesus Andres,24,24,0
Luis Felipe,23,23,0
William L.,27,27,0
Francisco,25,25,0
Jesus,22,22,0
Roland Robert,26,26,0
Tomas,133,133,0
George Oliver,131,131,0
Logan Reece,25,25,0
James S.,25,25,0
Michael Edward,21,21,0
Clifford Clarence,129,129,0
Isaac,123,123,0
Jeffrey William,30,30,0
John Wallace,122,122,0
Lee Claire,126,126,0
Harry J.,123,123,0
Robert Francis,123,123,0
Harold Ray,24,24,0
Raymond Joseph Robert,28,28,0
Cleatus Lavon,23,23,0
Robert Banks,26,26,0
Claude Edwin,122,122,0
Pompeyo Antonio,25,25,0
Blake Jonathan,28,28,0
Daniel Gerome,28,28,0
Homer Hurd,124,124,0
Matthew Glen,22,22,0
Mordecai Hamilton,55,55,0
Gerald Lee,26,26,0
Johnny Lance,25,25,0
John Humphrey,126,126,0
J. Ira,29,29,0
Jacke Sylvesta,26,26,0
Bradley Edward,28,28,0
John Wilbur,120,120,0
Erik Randall,27,27,0
Steven Michael,26,26,0
Odie Ernest,25,25,0
Otis Allen,126,126,0
Mark Anthony,27,27,0
Woodrow Wilson,125,125,0
Wiley Anderson,21,21,0
Thomas James,26,26,0
Rexford Paul,125,125,0
John B.,53,53,0
Leon,-16,-16,0
Amos Dewon,27,27,0
Robert Burns,24,24,0
Edward J.,20,20,0
Allen Howard,124,124,0
Arthur Joseph,126,126,0
Robert Earl,121,121,0
Ramon Luis,28,28,0
Mervin Thomas,124,124,0
Eugene Joseph,125,125,0
Joseph Bernard,124,124,0
Steven Lee,24,24,0
Terence G.,19,19,0
Daniel George,20,20,0
Dale Roger,20,20,0
Owen Sylvester,126,126,0
Richard Daniel,122,122,0
Edward James,121,121,0
Herbert Leroy,29,29,0
Jerome Patrick,119,119,0
Charles Connell,125,125,0
Arnaldo Juan,29,29,0
Bernard Patrick,19,19,0
William Frederick,124,124,0
Thomas Francis,123,123,0
Thomas Henry,30,30,0
Theodore,21,21,0
Carlos Manuel,23,23,0
Rollin Edward,125,125,0
Earl Davis,133,133,0
Andrew Bernard,26,26,0
Glen Patrick,26,26,0
James Fitchie,124,124,0
Andrew Lewis,2,2,0
Philip Clarence,123,123,0
Calvin Asa,126,126,0
Cecil Lysander,126,126,0
Daniel,24,24,0
Arthur Andrew,121,121,0
John H.,26,26,0
Michael J.,26,26,0
Michael Joseph,128,128,0
Erik Michael,28,28,0
Gary Nathaniel,24,24,0
Gary Clifton,27,27,0
Mays,122,122,0
John Francis,119,119,0
Barry Lee,21,21,0
John Michael,128,128,0
Philip F.,26,26,0
Jeffrey Ray,27,27,0
Nieves Mardie,27,27,0
Edward Norman,124,124,0
Michael A.,29,29,0
Donald Ray,24,24,0
Warren Peter,124,124,0
Daniel Joseph,23,23,0
Edward Christopher,122,122,0
Thomas Benedict,25,25,0
Daniel Paul,25,25,0
Thomas Lee,24,24,0
Michael Eugene,26,26,0
Ernest Thompson,128,128,0
Francis Bernard,27,27,0
George Melvin,124,124,0
James Darron,32,32,0
Leslie Warren,122,122,0
Plateau Preston Rex,125,125,0
John Patrick,123,123,0
Chester Rogers,134,134,0
Jonathan Thomas,27,27,0
John Charles,25,25,0
Edward,28,28,0
William Wendell,121,121,0
George McCarty,124,124,0
Carlos Lamonte,25,25,0
Terry Lee,21,21,0
Rickey Nelson,25,25,0
Callix Sadeaq,25,25,0
James Roy,122,122,0
George Elmer,125,125,0
William Claude,22,22,0
Martin Albert,120,120,0
Charles Rhubin,126,126,0
Christian Anthony,25,25,0
Cristobal,23,23,0
William J.,18,18,0
Richard Charles,26,26,0
Loyd Albert,23,23,0
Lawrence Robert,26,26,0
Robert Clinton,22,22,0
Harry Leroy,129,129,0
Michael Lynn,26,26,0
Jorge,129,129,0
Alvin Enrique,25,25,0
William,28,28,0
Stewart Bryan,25,25,0
Christopher Michael,28,28,0
Victor Alexander,24,24,0
James Harry,30,30,0
Tyler James,24,24,0
Terry Lee,-49,-49,0
Orlin Edward,124,124,0
David Lamar,127,127,0
George Woodworth,27,27,0
Herbert Edward,125,125,0
Joseph Stanley,123,123,0
George Leslie,129,129,0
Alvah Jackson,125,125,0
James,132,132,0
Atlee Alan,34,34,0
Hyman,24,24,0
Ivanon Angelino,23,23,0
Anthony Michael,25,25,0
Cadwallader,128,128,0
Charles Edward,27,27,0
Curtis Hancock,125,125,0
David Lee,27,27,0
John W.,29,29,0
Walter Lee,22,22,0
Christopher Hale,25,25,0
Robert Baxter,128,128,0
Frederick Garwood,23,23,0
Gowell Sylvester,126,126,0
Alexander,22,22,0
Albert Stanley,122,122,0
William Winfield,22,22,0
Zachary Higgins,30,30,0
Joseph Christopher,127,127,0
Danny Bruce,27,27,0
Frederick C.,128,128,0
Thomas Knox,120,120,0
William Johnston,19,19,0
Bobby Dean,29,29,0
William Perry,128,128,0
Stanley Gene,24,24,0
Roy Elliott,128,128,0
Vibert Ernesto,27,27,0
William Otis,130,130,0
Harry,120,120,0
Matthew Terry,28,28,0
Alan Thomas,125,125,0
James,121,121,0
James Edward,24,24,0
Darren Lawrence,26,26,0
George Myron,122,122,0
Harvey Daniel,123,123,0
Glen Ester,26,26,0
Richard Grey,132,132,0
Harry Corson,28,28,0
Alfred Robert,129,129,0
James Buster,37,37,0
John Carroll,132,132,0
Douglas Cody,32,32,0
David Matthew,123,123,0
Albert Harrison,123,123,0
William Edward,126,126,0
Eucal,124,124,0
Richard Keith,28,28,0
Douglas William,22,22,0
Luis Manuel,126,126,0
Ramon Alfredo,25,25,0
Simon,25,25,0
Paul Henry,126,126,0
John Francis,131,131,0
John Leckie,21,21,0
Eli Eldo,131,131,0
Troy Patrick,27,27,0
Hardin Abner,123,123,0
John Joseph,129,129,0
Andres,26,26,0
John Joseph,119,119,0
James Vincent,124,124,0
Donald Hardy,23,23,0
Rusney,27,27,0
Anthony,21,21,0
Juan Francisco,24,24,0
Lendy Enrique,23,23,0
Edward Hugo,120,120,0
Oliver Perry,51,51,0
Garin,23,23,0
Jose Isabel,25,25,0
Henry,76,76,0
Ray Charles,24,24,0
Andrew Gregory,24,24,0
Michael Christopher,32,32,0
R. Juan,27,27,0
Edwin Volney,128,128,0
Edward Oliver,130,130,0
Albert Benjamin,2,2,0
William Christopher,122,122,0
William Vincent,123,123,0
Richard Jerome,125,125,0
James Nathaniel,28,28,0
Joseph Jeremiah,124,124,0
Johnnie Monroe,126,126,0
Samuel Beresford,22,22,0
Dino Joseph,123,123,0
Travis Cole,22,22,0
Mitchell,128,128,0
Silvio Antonio,24,24,0
Harry Stephen Patrick,125,125,0
Jason Lee,31,31,0
Harry Gordon,131,131,0
David Baird,21,21,0
James Martin,20,20,0
Franklin Scott,31,31,0
Oscar McKinley,4,4,0
Anthony Francisco,27,27,0
Angel Aristides,24,24,0
Frank Lane,22,22,0
Nestor Isaias,20,20,0
Glenn Justice,128,128,0
Jaye Lawrence,25,25,0
John Joseph,125,125,0
Travis Adrian,25,25,0
Thomas Raymond,25,25,0
Donald Leon,22,22,0
Bruce Ray,23,23,0
Clay C.,26,26,0
William,122,122,0
Harry,122,122,0
Timothy Arthur,26,26,0
Walter John,127,127,0
Hiram Lincoln,27,27,0
Leonard,24,24,0
Nestor George,-22,-22,0
Lawrence Thomas,27,27,0
Mark Thomas,26,26,0
Darryl Richard,26,26,0
Thaddeus Walter,132,132,0
Albert Joseph,121,121,0
Frank Thomas,26,26,0
Louis Alexander,121,121,0
Frank Dominick,20,20,0
George Joseph,127,127,0
Anthony Paul,25,25,0
John William,125,125,0
Joselito,27,27,0
Joseph D.,39,39,0
Conrad Seth,21,21,0
Patrick Nicholas,126,126,0
Adrian,25,25,0
John Bruton,125,125,0
Barbaro Rafael,30,30,0
William Emisael,22,22,0
Hugh Edward,121,121,0
James Robert,27,27,0
James Marcus,24,24,0
John Millard,126,126,0
Joseph Earl,23,23,0
Michael,23,23,0
Leonel Enrique,27,27,0
Cardell,25,25,0
William Holton,28,28,0
Howard Lee,124,124,0
Eric Singleton,27,27,0
Marc Thaddeus,123,123,0
Richard Brett,25,25,0
Alexander Sebastian,127,127,0
Napoleon,28,28,0
John Stanley,122,122,0
Frederick Dennis,22,22,0
Eric Wade,25,25,0
Raymond James,124,124,0
Wese LeRoy,125,125,0
John William,24,24,0
James Timothy,121,121,0
Edward Joseph,27,27,0
Benjamin Franklin,26,26,0
William Davitte,123,123,0
John Charles,123,123,0
Charles William,124,124,0
Cameron,28,28,0
George Theodore,124,124,0
Lewis Smith,129,129,0
Cesar,25,25,0
Amalio Rafael,27,27,0
Charles Sydney,32,32,0
Paul Calvin,122,122,0
Lewis Emmett,130,130,0
Paul Stephan,25,25,0
Edwin M.,27,27,0
Frederick E.,31,31,0
James Arthur,123,123,0
Leon Alton,125,125,0
Albin Oscar,125,125,0
Walter,127,127,0
Lewis Adolph,42,42,0
William John,130,130,0
Chester Keller,121,121,0
George Wartman,24,24,0
Hiram Cleo,125,125,0
Albert James,128,128,0
Scott Alexander,30,30,0
Richard Thomas,125,125,0
Dorsey Lee,128,128,0
Ralph Arthur,125,125,0
Edgar Fleischer,122,122,0
Alexander Joy,80,80,0
Solomon Mobley,123,123,0
Conrad Powell,129,129,0
Larry Gene,27,27,0
Frank Willis,34,34,0
John Howard,122,122,0
Jeffrey Allen,27,27,0
Edward T.,24,24,0
Jack Dempsey,130,130,0
Carlos Rafael,24,24,0
Craig Douglas,24,24,0
Orrin Robinson,23,23,0
Scott Russell,124,124,0
Curtis Michael,26,26,0
Wesley Wade,25,25,0
Wilborn Everett,122,122,0
Jeffery Todd,27,27,0
Pelham Ashby,134,134,0
Mark Alan,22,22,0
Jeffery D.,29,29,0
Anthony Fred,25,25,0
Harold Earl,124,124,0
Frank Carter,54,54,0
Brandon,26,26,0
Travis Steven,27,27,0
Donald Odell,123,123,0
James Patrick,25,25,0
Brian Stuart,27,27,0
Alfred L.,32,32,0
Andrew Jon,27,27,0
Robert Rudolph,31,31,0
Scott,25,25,0
Mitchell Francis,128,128,0
Thomas Henry,29,29,0
Trace Lee,120,120,0
Neal Vernon,123,123,0
Henry Clay,133,133,0
Jeffrey Allen,25,25,0
Frank DeWitt,25,25,0
Orson F.,127,127,0
Jesse Ormond,123,123,0
Jesse,124,124,0
Earnest Gould,130,130,0
David Glenn,26,26,0
Charles,123,123,0
Charles Arthur,28,28,0
David Lee,19,19,0
Albert Jones,132,132,0
Jeffrey Scot,26,26,0
Herbert Loren,123,123,0
Hubert Edgar,127,127,0
Charles William,120,120,0
Delbert Oakley,30,30,0
Charles Richard,24,24,0
John William,21,21,0
Aaron,25,25,0
Kevin Wade,23,23,0
Chris M.,25,25,0
Richard William,133,133,0
William Capers,120,120,0
Charles Franklin,25,25,0
Philip Joseph,27,27,0
Christopher Joseph,29,29,0
Walter Franklin,127,127,0
Harry Lamb,130,130,0
David Robert,128,128,0
Boyd Owen,123,123,0
Henry Irving,124,124,0
Anthony Joseph,20,20,0
Richard Donovan,29,29,0
Hardin,121,121,0
Thomas Arthur,125,125,0
Robert Edward,120,120,0
James Richard,24,24,0
John Francis,122,122,0
Junie Shoaf,123,123,0
John Francis,126,126,0
Samuel Thomas,122,122,0
Matthew D.,24,24,0
Albert Joseph,-15,-15,0
Richard Frank,27,27,0
Sean Reed,27,27,0
Brian Edward,23,23,0
William Horace,26,26,0
Robert Avery,122,122,0
Bruce Raymond,24,24,0
Christopher Edward,27,27,0
Edgar Vernon,120,120,0
Tucker Jackson,23,23,0
Daniel Edward,24,24,0
Richard Anthony,28,28,0
Robert Alexander,127,127,0
Aaron James,26,26,0
Edward Grant,32,32,0
Franklin Lee,27,27,0
Frank John,124,124,0
David Irenus,129,129,0
Jose Manuel,25,25,0
Timothy Wayne,27,27,0
Jeffrey James,27,27,0
Clarence Edward,120,120,0
